student_dim,gnc_gen_seed=0,gd_gen_seed=0,gnc_gen_seed=1,gd_gen_seed=1,gnc_gen_seed=2,gd_gen_seed=2,gnc_gen_seed=3,gd_gen_seed=3,gnc_gen_seed=4,gd_gen_seed=4,gnc_gen_seed=5,gd_gen_seed=5,gnc_gen_seed=6,gd_gen_seed=6,gnc_gen_seed=7,gd_gen_seed=7
3.0,0.0021973881232417057,9.802450949791819e-05,0.004228724285206647,2.2167676434037276e-05,0.002334277633646473,2.781585862976499e-06,0.0013738280298743375,0.00036660931073129177,0.009130693844874875,0.0006657224148511887,0.001073353589148924,0.011174728162586689,0.0006769055782283344,1.252660877071321e-05,0.0016375714453228717,1.4246147657104302e-06
4.0,0.01386939345486348,6.419793128967285,0.0019365251818597479,0.0003897836431860924,0.0007716870762350081,1.0308958735549822e-05,0.0011015966827349875,0.00015313875337596983,0.0006563171986572231,2.348032657195631e-09,0.0006298072064126418,2.4213040887843817e-06,0.0013906843192227345,7.149962038965896e-05,0.0006789780742928292,0.02837148867547512
5.0,0.011012002142448562,18.62485122680664,0.0027970296289115343,0.000982707366347313,0.0004262045300321341,4.439726126292953e-06,0.005394721206162438,2.7198473162570735e-07,0.005125690865858495,22.90904426574707,0.0015786804808630775,0.0034989407286047935,0.0012482728364245435,0.2416619509458542,0.0006610741704018043,6.330641099339118e-06
6.0,0.014746544984501082,0.005413439124822617,0.0010780095195031766,8.3980585259269e-06,0.002742018423025281,0.20813021063804626,0.0009363124055777337,4.566911684378283e-06,0.0011280409580364523,4.315638216212392e-05,0.003075443955215936,1.1326078176498413,0.0015529209631495178,0.0023161848075687885,,0.008695609867572784
7.0,0.00567952436762487,0.0002514496154617518,0.00158836564514786,9.441932888876181e-07,0.0030962638363723647,3.676572669064626e-05,0.0011081778211519122,3.3929718483705074e-06,0.001226863794727251,2.56653074757196e-05,0.27667751973445165,0.0015139858005568385,0.001500030281022191,5.759567329732818e-07,0.00017373490845784545,9.246316494682105e-07
8.0,,23.520280838012695,,3.592207940528169e-05,,1.0204087629972491e-05,0.001086743111955002,6.738690103702538e-07,,33.346275329589844,0.003659921116195619,0.0011168469209223986,0.00381954328622669,3.313309935037978e-05,,275.8468017578125
9.0,,2.495010676284437e-06,,0.00013266502355691046,0.004127344116568565,3.405718416615855e-06,,3.4883640182670206e-05,,2.3625398171134293e-05,,0.0004215816443320364,,7.896366150816903e-05,,0.003236917546018958
10.0,,0.09251252561807632,,2.1393923816503957e-05,,2.4913892957556527e-06,,0.003271599533036351,,0.00011289691610727459,,1.1589408131840173e-05,,0.001745444955304265,0.0007945472025312483,5.59627596885548e-06
11.0,,1.0899608241743408e-05,,3.316038055345416e-05,,2.7621053888537972e-08,,1.1646914572338574e-05,,1.8525004634284414e-05,,0.00042366611887700856,,0.009355250746011734,,7.14462885298417e-07
12.0,,2.5767071747395676e-06,,0.004456368740648031,,0.00011321780038997531,,0.07056870311498642,,0.009549356065690517,,5.499356348082074e-07,,0.00011521740088937804,,0.0038669854402542114
13.0,,4.500290287978714e-06,,0.030507609248161316,,0.0006079688319005072,,0.029606161639094353,,0.00026854651514440775,,1.2663078585717358e-08,,0.00012251971929799765,,2.1844461173259333e-07
14.0,,0.0001233185757882893,,0.0006528589292429388,,0.022053299471735954,,3.6900128179695457e-06,,2.601579467409465e-07,,4.317911361795268e-07,,1.951882950379513e-06,,0.0003129044780507684
15.0,,0.029900889843702316,,3.03099704979104e-06,,0.0011042400728911161,,0.0014822428347542882,,1.294011866548317e-07,,0.0007771920063532889,,3.571836032278952e-06,,22.74628448486328
