teacher_rank,student_dim,gnc_gen_seed=0
1,10,1.0561351962387562
1,11,2.038188025355339
1,12,1.4777374433146582
1,13,2.0714479396119714
1,14,2.47036241988341
1,15,1.7214225041014808
1,16,4.705246438582738
1,17,3.293146098201925
1,18,3.639520134244646
1,19,1.966951493706022
1,20,2.178533929235795
1,21,2.7950627326965334
1,22,1.9107743455813482
1,23,2.2334285179773965
1,24,2.6398886144161224
1,25,4.013843046294318
1,26,2.322158393951563
1,27,1.180399864912033
1,28,3.1982356044981213
1,29,3.004591132913317
1,30,2.540001392364502
1,31,1.7201695640881856
1,32,1.723827064037323
1,33,1.902458667755127
1,34,4.528340528408687
