teacher_rank,student_dim,gnc_gen_seed=0,gnc_gen_seed=1,gnc_gen_seed=2,gnc_gen_seed=3,gd_gen_seed=0,gd_gen_seed=1,gd_gen_seed=2,gd_gen_seed=3
1,3,0.0,0.0,0.0,0.0,0.017916908487677574,0.03930773586034775,0.07359137386083603,0.010073897428810596
1,4,0.0,0.0,0.0,0.0,0.020936066284775734,0.02993212640285492,0.02313043177127838,0.27807939052581787
1,5,0.0,0.0,0.0,0.0,0.8605856895446777,0.011481507681310177,0.7377022504806519,0.03350807726383209
1,6,0.0,0.0,0.0,0.0,0.012148560956120491,0.19095167517662048,0.012475237250328064,0.23325903713703156
1,7,0.0,0.0,0.0,0.0,0.10650710761547089,0.1834752857685089,0.13345496356487274,0.06959075480699539
1,8,0.0,0.0,0.0,0.0,0.3895091414451599,0.031921710819005966,0.023190228268504143,0.06534519046545029
1,9,0.0,0.0,0.0,0.0,0.04003459960222244,0.048008982092142105,0.5137905478477478,0.055240172892808914
1,10,0.0,0.0,0.0,0.0,0.10830605030059814,0.032822832465171814,0.023706283420324326,0.19141748547554016
1,11,0.0,0.0,0.0,0.0,0.04086080193519592,0.1065400019288063,0.04910757392644882,0.1481669843196869
1,12,0.0,0.0,0.0,0.0,1.2886435985565186,0.053362563252449036,0.3290642201900482,0.38804495334625244
1,13,0.0,0.0,0.0,0.0,0.033621493726968765,3.972750663757324,0.06172052398324013,0.016739962622523308
1,14,0.0,0.0,0.0,0.0,1.651041865348816,0.02184479683637619,0.11282201111316681,0.18791255354881287
1,15,0.0,0.0,0.0,0.0,0.07580361515283585,0.09069320559501648,0.09601926803588867,0.8304808735847473
1,16,0.0,0.0,0.0,0.0,0.09718994051218033,0.03917459398508072,0.02818157896399498,0.068973608314991
1,17,0.0,0.0,0.0,0.0,0.04968562722206116,0.08476821333169937,0.10208097100257874,0.03992695361375809
1,18,0.0,0.0,0.0,0.0,0.04933831840753555,1.414785623550415,0.9109771251678467,0.18128761649131775
1,19,0.0,0.0,0.0,0.0,0.0049238321371376514,0.06265544146299362,0.1380857676267624,0.3178904950618744
