teacher_rank,student_dim,gnc_gen_seed=0,gnc_gen_seed=1,gnc_gen_seed=2,gnc_gen_seed=3,gnc_gen_seed=4,gnc_gen_seed=5,gnc_gen_seed=6,gnc_gen_seed=7
1,5,2.5166654993481643,0.37799118779772933,0.4139568997466435,0.6904319072582826,1.274664713197352,1.3676668589185106,0.8461879203955586,1.697971631307155
1,6,0.9705019627640746,1.1304573830096953,0.6957914823965158,0.6971686279687744,0.4324785970924755,0.7908687605655619,1.0388131216614012,1.4404477082206077
1,7,1.2276887837176522,0.4267744614573365,0.7694213268528175,0.7954129924714242,0.39624487009298587,0.9323281406424939,1.1915530503588254,2.6172655757090593
1,8,1.0753762141420422,0.7661711758910081,0.5915791269229806,0.7510710836481302,0.3571072367565899,1.1320730448781473,1.5385510123485173,1.3678087021800733
1,9,1.369422502873931,0.4967808037996292,1.0111663947598293,0.4848787165246904,0.37505760315838643,1.0367035283154602,1.5809702918514472,1.6503370079315371
1,10,0.8703126280382275,0.613084516080562,0.8272494331720364,1.0379253754105706,0.28719514080124803,1.0542098440083802,1.6333519261964458,1.3761601545593956
1,11,0.7498553904249917,0.6184470321862928,0.8268343172014945,0.8488086730330473,0.3442024291707919,0.9802247779020532,1.8401296642841771,1.206283217219978
1,12,0.9156853735832304,0.44782646775245666,1.2356108791273401,1.292597201342384,0.31943231733872535,0.9681665127075487,1.7188854552074975,1.433387775377681
1,13,0.9671781273351775,0.7375758742464,1.0738342337418294,0.8244832632555203,0.6877019897635493,1.0572526708107304,2.270645201260991,1.2558978049745482
1,14,1.464011378120631,0.8575535942526424,0.8079389188438654,0.9768626614739853,0.25517136896295206,0.9631506441289495,2.1976097690371366,1.3585502018104307
1,15,0.6323492871969938,0.8404189280699939,0.8979087800604023,1.0708199217915535,0.38458841666579247,1.211185656984647,2.5973489603330924,0.9393076887726783
1,16,0.9287618571842039,0.7290483092268308,1.0182579175556359,1.1072363856475096,0.23211310689265913,0.947230675472663,2.409942776841276,1.2213700623110388
1,17,0.8144557175536951,0.6318660729697773,1.0101981153711677,0.6055604064216217,0.3693541381508112,1.241073057986796,2.4280963838100433,1.3504235253367625
1,18,0.8959787239631017,0.8055139846271939,1.0652499914790192,1.1281190615285326,0.26126894248383387,0.9921843488929701,2.5982136340208455,1.178766907104906
1,19,0.7966928186693362,0.6680907108820975,1.147975732234941,1.2098050663586368,0.06690012142062188,0.9913237298076804,2.949507726011453,1.3698620760152418
1,20,0.9438685289135685,0.6525675134603367,1.1853953312151133,0.9446723751644505,0.208382161334157,1.0040189341224472,2.9839729951186613,1.1895858884760828
1,21,0.9528883910354446,0.7165544073690068,1.1306795456912369,1.0553479425236583,0.3274339511990547,1.0983044792327188,2.9060529976180107,0.9640221181511879
1,22,0.9073412970385768,0.7877464089542627,1.1413410926213512,0.9687873347577723,0.8676183819770813,1.043981769534408,3.409708615181581,1.1244880976776281
1,23,0.7787602106109262,0.8001125937905805,1.0678582943870987,1.1141994152927683,,1.1579044276400456,3.2114049618894405,1.3094250392520204
1,24,0.6649990821113954,0.8252816335298121,1.039323177552078,0.9955629053610292,0.30534373223781586,0.9952511064788346,3.537018240415133,1.1827887762337923
1,25,0.8598830167091254,0.8471887614578009,1.1223666054444223,1.2289278180134007,0.5568928321202596,1.0640309874860334,3.515086573149477,1.0555992864537984
1,26,0.8046541107197602,0.7377270953522788,1.0897025959566236,1.0275306517586988,0.07206104695796967,1.0829894095659256,4.119695352785515,1.1169772527047566
1,27,0.8014112407607692,0.7268693094903772,1.3996179263069206,1.2823366118041244,0.15641504526138306,0.9888513672810334,3.16069628794988,1.0379365227172073
1,28,0.9829314435305803,0.8659239063660303,1.1667227714984532,1.2508306034110688,0.08244331926107407,1.1110836861476505,3.4353272517522178,1.1947536948017585
1,29,0.8216905307311279,0.797363857225496,1.1090647817497523,1.3353135520892758,,1.0580090484336804,4.500020178881559,0.9418041662114566
1,30,0.8078079302059976,0.881196806453309,1.2090789236701451,1.079892842968305,,1.0904760568202296,4.379527526242392,0.9680019390501388
1,31,0.8324564536412556,0.8564834207930463,1.2875219110512373,0.8287501120392013,0.31319373846054077,0.963814967257135,4.482647621205875,1.2191375756667833
1,32,0.8102622624577546,0.8860434821018806,0.9901377836742052,0.7749268393963575,,1.0679915587001658,4.28540301695466,1.1286957197148224
1,33,0.7741978958249092,0.8436881456110212,1.1703414482374985,0.9893202214471756,,1.0567333538864934,4.503317361182355,1.0928444345540638
1,34,0.6990933097325839,0.7718190095334683,1.1728618347608462,1.3854088959180646,,1.0285591677659087,5.038920265177022,1.0410022473818548
