teacher_rank,student_dim,gnc_gen_seed=0,gnc_gen_seed=1,gnc_gen_seed=2,gnc_gen_seed=3,gnc_gen_seed=4,gnc_gen_seed=5,gnc_gen_seed=6,gnc_gen_seed=7,gd_gen_seed=0,gd_gen_seed=1,gd_gen_seed=2,gd_gen_seed=3,gd_gen_seed=4,gd_gen_seed=5,gd_gen_seed=6,gd_gen_seed=7
1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000473311694804579,0.042225681245326996,0.09720360487699509,0.49439170956611633,0.06104240566492081,2.8205368518829346,0.09735355526208878,0.19909125566482544
1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687885046005249,0.7759188413619995,0.024887464940547943,2.613701820373535,0.03804156929254532,0.8950726985931396,0.0018438935512676835,3.1840362548828125
1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.087563991546631,4.493403434753418,0.004593832418322563,0.32499492168426514,3.3965134620666504,0.03414709120988846,4.1835713386535645,0.002697210991755128
1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40148377418518066,0.05603114515542984,2.8315811157226562,0.26682254672050476,0.015320939011871815,8.153968811035156,2.0630414485931396,2.450939178466797
1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08677910268306732,0.5924464464187622,0.04318852350115776,0.06340523064136505,3.1096272468566895,0.6096577048301697,0.2642378807067871,0.14882104098796844
1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8639395236968994,0.3623853325843811,1.5071848630905151,0.024686414748430252,12.824240684509277,0.4516831934452057,0.24258504807949066,10.384885787963867
1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27731943130493164,0.12165484577417374,3.557183027267456,4.295933246612549,0.6914086937904358,0.1874014139175415,0.5857408046722412,1.2364847660064697
1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.444419860839844,0.10145948827266693,0.614051878452301,3.925827980041504,0.2180841565132141,11.502869606018066,0.9338173866271973,0.0006371653871610761
1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014044232666492462,0.001348630408756435,5.842140126333106e-06,0.3897002041339874,12.226913452148438,24.035465240478516,0.22406542301177979,0.1217835396528244
1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029032514430582523,0.6492147445678711,0.0012095473939552903,28.33940315246582,0.8109251260757446,2.5528270271024667e-05,0.0023607523180544376,1.1876815557479858
1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026648573111742735,17.73696517944336,2.9206433296203613,2.1253838539123535,0.20949304103851318,9.338891686638817e-05,0.41937127709388733,0.04055234417319298
1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003508080029860139,1.1049156188964844,0.039966195821762085,0.02857080288231373,0.02659902535378933,0.5388762950897217,0.4148779809474945,3.9898080825805664
1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3393139839172363,0.005944926291704178,0.006792879663407803,2.218345880508423,1.5515408449573442e-05,0.00015068190987221897,0.16177308559417725,92.87162017822266
2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35030877590179443,1.2283906936645508,0.6179733872413635,13.683633804321289,0.16836650669574738,0.0028805211186408997,0.6561731100082397,0.32276657223701477
2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.837259292602539,29.977102279663086,0.007128509227186441,7.956136226654053,14.05850601196289,4.4454145431518555,1.181288719177246,10.146710395812988
2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.69691276550293,8.08460807800293,0.6482692360877991,7.825284957885742,5.645332336425781,121.43038940429688,15.949492454528809,0.57789146900177
2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.961708068847656,0.007354261353611946,9.392927169799805,2.0219205509874882e-07,72.18318939208984,7.084631443023682,0.03463047742843628,53.57430648803711
2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.703171253204346,19.545948028564453,47.99940872192383,0.42690199613571167,252.6944580078125,6.464474608947057e-07,1.4430814981460571,0.1540709137916565
2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6657657623291,0.0057571022771298885,92.0390396118164,163.170166015625,11.367348670959473,0.00024001668498385698,1.408639907836914,26.52777099609375
2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.6350708007812,0.0007245552260428667,0.04147787392139435,290.71771240234375,28.75212860107422,229.88743591308594,69.58702850341797,1.1979271173477173
2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.782124519348145,0.6226922273635864,0.45583227276802063,0.024627842009067535,452.23101806640625,1064.5443115234375,5.22684907913208,13.986920356750488
2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00086375349201262,0.2917827367782593,0.000493269064463675,669.7525024414062,119.63706970214844,9.926255226135254,0.2849982678890228,0.06798294931650162
2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2640419981835294e-06,534.109375,294.0718994140625,6.46218832116574e-05,29.605113983154297,1.0756890773773193,54.896968841552734,9.163522720336914
2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.014711445663124e-05,10.080121040344238,9.577056884765625,1.6392022371292114,0.00016367918578907847,1.4718538522720337,66.48721313476562,0.025930991396307945
2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32992666959762573,4.896194934844971,0.000357771321432665,0.10656419396400452,0.10502417385578156,0.08655618876218796,0.013207141309976578,4822.556640625
2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684715347342717e-07,0.11112167686223984,0.37258628010749817,259.16802978515625,0.22050884366035461,0.1324787139892578,234.84498596191406,262.27130126953125
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7637606263160706,14.510196685791016,1.1469449996948242,10.078109741210938,2.8207459449768066,11.559728622436523,1.14528226852417,16.813945770263672
3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.50446319580078,2.1431431770324707,1.011038899421692,8.39802074432373,3.0117263793945312,26.411163330078125,40.45881652832031,18.18072509765625
3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.931901931762695,7.289426326751709,39.98021697998047,0.9174546599388123,23.374107360839844,36.117103576660156,21.365726470947266,61.13417053222656
3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.96857452392578,7.994205474853516,39.49580764770508,3.3564257621765137,46.084171295166016,7.924282073974609,30.821033477783203,0.5462990999221802
3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.90696716308594,2.3802578449249268,89.56287384033203,46.224342346191406,86.300537109375,0.0012205541133880615,9.722740173339844,239.7294158935547
3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.98973083496094,0.007993257604539394,0.2591753900051117,85.8039779663086,75.65192413330078,154.29525756835938,73.26644897460938,79.13580322265625
3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.26991271972656,1.2443909645080566,3.0885865688323975,5.079289436340332,207.25059509277344,448.63433837890625,15.029241561889648,8.31199836730957
3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.541421890258789,3.577620029449463,0.4691116511821747,141.7235870361328,57.45953369140625,73.27197265625,12.843682289123535,1.649537444114685
3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007932953885756433,124.0719223022461,75.74815368652344,24.41707992553711,32.10950469970703,11.572061538696289,17.48802947998047,22.78719711303711
