teacher_rank,student_dim,gnc_gen_seed=0
1,10,0.9818190214810548
1,11,2.057927729686101
1,12,1.7376383552948633
1,13,2.058310505363249
1,14,2.1325865429023216
1,15,1.490511697881362
1,16,2.492399008185775
1,17,2.413417543683733
1,18,3.0094217443838716
1,19,1.8246512634413583
1,20,2.4569207391431256
1,21,3.5051389108685886
1,22,2.0015035370985665
1,23,2.229963852600618
1,24,2.631810968830472
1,25,2.7356075094296384
1,26,2.569908246397972
1,27,1.8908423998139121
1,28,2.5703673084576923
1,29,2.659730315208435
1,30,2.4011088609695435
1,31,2.9767116563660756
1,32,2.1481020748615265
1,33,1.563172195638929
1,34,4.528340528408687
