teacher_rank,student_dim,gnc_gen_seed=0
1,5,0.3803775893153711
1,6,0.6338580554034913
1,7,0.6874901102358149
1,8,0.7406645934358588
1,9,0.723316969364199
1,10,0.883041114984628
1,11,0.9210321643880306
1,12,0.9576033217712275
1,13,1.0427503266504832
1,14,0.9775868009390503
1,15,1.0620937996774638
1,16,1.1249113726096416
1,17,1.2415428421800099
1,18,1.2162408078307505
1,19,1.4378531380660005
1,20,1.4060703452789423
1,21,1.6105389046781469
1,22,1.451247359431067
1,23,1.8326227598044338
1,24,1.6658244744131836
1,25,1.5108118688882286
1,26,1.8060963587670387
1,27,1.9152071969849722
1,28,1.904764945878357
1,29,1.737939663862778
