teacher_rank,student_dim,gnc_gen_seed=0,gnc_gen_seed=1,gnc_gen_seed=2,gnc_gen_seed=3,gnc_gen_seed=4,gnc_gen_seed=5,gnc_gen_seed=6,gnc_gen_seed=7,gd_gen_seed=0,gd_gen_seed=1,gd_gen_seed=2,gd_gen_seed=3,gd_gen_seed=4,gd_gen_seed=5,gd_gen_seed=6,gd_gen_seed=7
1,3,7.875214727876335,7.824476272030126,2.031212388658099,5.635534458383825,7.069282264154798,0.7793787423734596,7.002279571276903,1.3129309443823827,0.002053871750831604,0.042225681245326996,0.09720360487699509,0.49439170956611633,0.06104240566492081,2.8205368518829346,0.09735355526208878,0.19909125566482544
1,4,5.903231944136175,3.912637226358473,14.153397331727565,1.8110743432062797,0.26161862501992506,10.687827190493616,3.967367340881835,7.540384880933283,0.687885046005249,0.7759188413619995,0.024887464940547943,2.613701820373535,0.005524362437427044,0.8950726985931396,0.0018438935512676835,3.1840362548828125
1,5,8.509055080036635,10.07505842238309,0.7975382995456941,4.825871776140718,12.446008684354982,5.275799975425049,10.776609427265372,2.1452809972184808,3.087563991546631,4.493403434753418,0.004593832418322563,0.32499492168426514,3.3965134620666504,0.03414709120988846,4.1835713386535645,0.002697210991755128
1,6,28.97485586293814,7.030880420143756,21.136444806576787,3.825888904944966,20.938875642968668,3.7368818319537906,14.411392424944692,21.92200557696306,0.40148377418518066,0.05677037686109543,2.8315811157226562,0.3078019618988037,0.015320939011871815,8.153968811035156,2.0630414485931396,2.450939178466797
1,7,0.10974654265857034,9.273838640887949,6.644634059326831,43.17768555597297,3.020200373610512,15.80274044545723,31.564178308167687,2.885049124397621,0.6250780820846558,0.5924464464187622,0.04318852350115776,0.06340523064136505,3.1096272468566895,0.609734833240509,0.2642378807067871,0.6478752493858337
1,8,45.58101980708742,32.49919321607414,29.708025458104007,35.38855456042924,2.3666743832161483,35.622418029036155,11.665272534391406,9.137917026868646,1.8639395236968994,0.3623853325843811,1.5071848630905151,0.024686414748430252,12.824240684509277,0.4516831934452057,0.24258504807949066,10.384885787963867
1,9,,3.7434391290851154,0.3529143318156572,3.4030764737295023,61.8260451988134,63.14482986312685,41.79979560232493,58.38149883251256,0.016252387315034866,0.12165484577417374,3.557183027267456,4.295933246612549,0.6914086937904358,0.1874014139175415,0.5857408046722412,1.2364847660064697
1,10,2.935091270395023,91.61956556289559,80.55285126891344,46.1089599165789,11.402078379546417,1.2358555536828955,1.4783189180056437,90.71979864396357,25.444419860839844,0.10145948827266693,0.614051878452301,3.925827980041504,0.22028610110282898,11.502869606018066,0.9338173866271973,0.0006417723488993943
1,11,45.265304469880306,59.674044540861885,117.33385446913536,40.17472668518741,1.8306560552086169,4.849465115043602,102.11694603921387,3.9210883505318477,0.014044232666492462,0.0014728880487382412,6.001614565320779e-06,0.3897002041339874,12.226913452148438,24.035465240478516,0.22406542301177979,0.15952062606811523
1,12,105.26442732558802,49.99735778847986,8.29942917660491,2.541764388522414,64.95969245599346,142.65772888621734,46.558863419011736,107.10448798748061,0.00029032514430582523,0.6492147445678711,0.00593015318736434,28.33940315246582,0.8180118799209595,3.521510006976314e-05,0.0039414651691913605,1.1876815557479858
1,13,164.59232255839262,1.302937650517112,11.646868354877636,134.01580346031804,,,29.206547480828743,139.66449078559378,0.0002669422538019717,17.73696517944336,2.9206433296203613,2.1253838539123535,0.20949304103851318,0.0002314081648364663,0.4689680337905884,0.04070059210062027
1,14,61.19043596273693,163.909575708265,119.61348770615908,27.275903507154815,189.83272202064398,170.61244201853643,52.704352315701996,8.442649163450614,0.0043043713085353374,1.1049156188964844,0.04066034406423569,0.00018585505313239992,0.026605796068906784,0.5388762950897217,0.4219721555709839,3.9898080825805664
1,15,136.98077063211167,30.4082691443933,104.34680868237425,16.32005251525841,53.077316427724604,37.61898079198949,103.5477077977429,7.465560269876844,3.3393139839172363,0.00027406710432842374,0.006792879663407803,2.218345880508423,5.195754420128651e-05,0.013191591948270798,0.16177308559417725,92.87162017822266
