seed,mean_loss,std_loss,min_loss,max_loss,median_loss,num_samples
259,0.26757591025100963,0.269795520286237,0.00014294555876404047,0.9999152421951294,0.1698422133922577,80427
357,0.267697976263836,0.06972382575018322,0.08086583763360977,0.74848473072052,0.2597873955965042,100000
786,0.26877912283330796,0.26799218674646536,5.672671363754489e-07,0.9999134540557861,0.1741177886724472,85787
158,0.26932027320401786,0.2707992456506213,1.286516180698527e-06,0.9999768137931824,0.17126654833555222,79064
528,0.2700187614405266,0.2697651143602152,0.0009401883580721915,0.9999593496322632,0.1707628294825554,80164
46,0.2710902438954556,0.21773795951700733,0.0019414988346397877,0.9995888471603394,0.19526362419128418,95716
42,0.2713717302853903,0.2722858344028707,2.5423328224860597e-06,0.9999279975891113,0.17334535717964172,78837
213,0.2714424410207574,0.25195473930743706,0.00024360026873182505,0.9999290704727173,0.17865151911973953,89008
922,0.2730639184940428,0.2257598515883937,0.004120174329727888,0.999874472618103,0.20873594284057617,96851
562,0.27322702463206316,0.2632465058487133,0.0001348676742054522,0.9999666213989258,0.1767445206642151,82899
212,0.2733256663039745,0.27215718830743324,4.702291698777117e-05,0.9999533891677856,0.17548540234565735,78587
962,0.274709552648095,0.27265360823828816,7.550813734269468e-07,0.9999315142631531,0.17705120146274567,77902
939,0.27485404737910735,0.2704180373828975,9.882371614367003e-07,0.9999611377716064,0.17770221829414368,79498
106,0.27615010802959206,0.27434900818505437,3.9190621237139567e-07,0.9999885559082031,0.17863533645868301,76512
130,0.2765369839754248,0.2748341288233809,3.060707967961207e-06,0.999949038028717,0.17793327569961548,76762
503,0.27683957674893034,0.27063843389527814,0.004566280171275139,0.9999445676803589,0.17916831374168396,78947
888,0.2771678704972584,0.24461846638609042,0.0029251996893435717,0.9999513626098633,0.1856909841299057,88735
620,0.2774434598682245,0.25707297624815995,0.005888117477297783,0.999999463558197,0.181926429271698,82794
544,0.27790159424632244,0.2761288756088132,1.747200855106712e-07,0.9999390840530396,0.17946942150592804,76191
392,0.28048594404853167,0.2732666346320597,0.0001649488986004144,0.999974250793457,0.18253672868013382,76310
935,0.280554341866904,0.27388670643885027,0.0022383378818631172,0.9998782873153687,0.1829526126384735,76913
195,0.28249122773002755,0.2471201563963959,0.019776735454797745,0.9998922348022461,0.18889911472797394,86724
726,0.2825381259913324,0.25261285987495896,0.0006748692248947918,0.9999780654907227,0.20682329684495926,92836
675,0.2827325330625945,0.27783327490527465,0.00015612703282386065,0.9999812841415405,0.18397421389818192,74094
147,0.2833552327545807,0.2741335816616335,0.001106728333979845,0.9999516606330872,0.18827877938747406,77265
288,0.283702390433914,0.27006505581175094,0.00247470336034894,0.9999822974205017,0.1868262216448784,76826
498,0.28409313373959455,0.22303407299533987,0.02418326586484909,0.9999324679374695,0.20008185505867004,92243
274,0.28435339323616166,0.278373196019567,5.54835139610077e-07,0.9998317956924438,0.18752045929431915,73960
617,0.2844067194728328,0.2602903616064095,0.004997377283871174,0.9999739527702332,0.18830452859401703,82581
654,0.28547131174015655,0.2741852633728324,0.000665186089463532,0.9999956488609314,0.18905376642942429,75104
53,0.2854768443517923,0.2571937704314504,5.013398913433775e-05,0.9999451041221619,0.19308340549468994,84701
388,0.28557805727045193,0.27958710766225586,3.61219065325713e-07,0.9998339414596558,0.18945378065109253,71967
539,0.28563360623590744,0.26690528074116,0.002644171006977558,0.9998795986175537,0.18893815577030182,78570
522,0.2867196555636858,0.2742886797178793,4.0684280975256115e-06,0.9999878406524658,0.193950317800045,80768
658,0.2871023181226299,0.2784451011249146,0.0014960906701162457,0.9999895095825195,0.1900675892829895,75813
977,0.28765391509679306,0.17790277450008812,0.012336736544966698,0.9999738931655884,0.23838841915130615,98479
993,0.2890769124454388,0.27964904903419424,0.00046097763697616756,0.9999439120292664,0.19237296283245087,70959
719,0.28931145035298256,0.1676543448634473,0.03749794512987137,0.9999986290931702,0.23694650828838348,98607
173,0.28956317471144466,0.2795920963534191,4.210363840684295e-06,0.9999978542327881,0.19348758459091187,71740
415,0.28956924226367586,0.2113691977708919,0.023488452658057213,0.9999529123306274,0.21123945713043213,94329
650,0.2914981299648729,0.28144274914430584,5.2681170927826315e-06,0.999991774559021,0.19467999041080475,69491
52,0.2918260025825713,0.16193853459456073,0.007704749703407288,0.9999823570251465,0.25912369787693024,99648
683,0.2931311134656784,0.27302016562031395,0.0019061330240219831,0.9999935030937195,0.1975163221359253,74531
825,0.29342786633604295,0.26515005267416414,8.658922524773516e-06,0.9999885559082031,0.2006540298461914,81534
649,0.29389638799646184,0.27960779602095526,1.7741778037816403e-06,0.9999473094940186,0.20047089457511902,70615
517,0.2941271231154837,0.26606168935008867,0.0007317191339097917,0.9999990463256836,0.20254456996917725,82555
105,0.2948086510440174,0.2790805943453602,0.0006807176396250725,0.9999565482139587,0.1982285976409912,70950
327,0.29481987345891303,0.2813009130601924,2.9246730264276266e-06,0.9999604225158691,0.2007896900177002,75091
431,0.29565771012425474,0.2704558900938691,0.0034519918262958527,0.999961256980896,0.19968396425247192,74797
266,0.2962750506689074,0.2766517923476044,4.081939096067799e-06,0.999992311000824,0.20850031077861786,82221
949,0.2966445423427068,0.2825365154038588,7.917637958598789e-07,0.9998741149902344,0.20186160504817963,68453
570,0.2969823722251847,0.2581995733901346,0.0017930526519194245,0.999994695186615,0.22047726809978485,91413
419,0.297331788878109,0.1264695950520482,0.022466816008090973,0.9991680383682251,0.2775070071220398,99971
451,0.2974273844822224,0.28485103121909244,8.797209716249199e-07,0.9999969005584717,0.20261599123477936,65931
491,0.29781549377091177,0.18393786791753564,0.020487427711486816,0.9993818402290344,0.24520869553089142,98461
108,0.2990221214101642,0.28322332516649107,0.0012949901865795255,0.99998539686203,0.20280102640390396,69044
520,0.2992708909131382,0.280439499059107,0.00024082636809907854,0.9998282790184021,0.20497941225767136,67990
360,0.30027692599814165,0.280912855562483,0.0003487994836177677,0.9999977946281433,0.20666730403900146,69601
18,0.30102382339862693,0.2677263541983035,0.0035812733694911003,0.9999969005584717,0.20823809504508972,80331
903,0.3011046825228033,0.2832139991655046,0.0004919711500406265,0.9999661445617676,0.20773734152317047,68733
236,0.301314198323824,0.26863071631831703,0.0033512399531900883,0.9999861717224121,0.2069600448012352,76590
361,0.301493251562376,0.2710747300807934,0.001098543289117515,0.9999744296073914,0.20627066493034363,73684
501,0.30229824135628236,0.26561732340041927,0.011621246114373207,0.9999871253967285,0.20740635693073273,76343
855,0.302431256541073,0.2850802020310271,0.00159866688773036,0.9998891353607178,0.20815636217594147,62883
336,0.302782510648219,0.28396140383759905,1.802592692001781e-06,0.9998641610145569,0.2095101922750473,63143
676,0.30282572899461135,0.19685910371142964,0.023451289162039757,0.9999297857284546,0.24245063215494156,97592
304,0.3032457994716559,0.24080230068310116,0.011368026956915855,0.9998947978019714,0.22591545432806015,92530
446,0.3038069829709749,0.2558544218080267,0.007175304926931858,0.9999668598175049,0.22886691987514496,90938
700,0.30391691929804854,0.27447543383157663,0.0009339142125099897,0.9999692440032959,0.21035386621952057,70107
516,0.30451681156352495,0.28787486161777825,5.413141224153151e-08,0.9999670386314392,0.21095114946365356,58235
731,0.3046916156217866,0.2223837284693176,0.0012521900935098529,0.9999274015426636,0.23691771924495697,92661
171,0.30472743362594834,0.26290472096026235,0.010436038486659527,0.9999920725822449,0.2122041881084442,78402
640,0.3048373077734881,0.2876579746021306,3.442257821006933e-07,0.9999967217445374,0.21127529442310333,58096
613,0.305146987574905,0.28468648081479775,0.0003035582194570452,0.9999668598175049,0.21289288997650146,61371
68,0.3055633396427643,0.2771903285948303,0.003360869362950325,0.9999266266822815,0.21956172585487366,79963
577,0.3057656267142541,0.26217205388955894,0.001969641540199518,0.9999870657920837,0.21367847174406052,81276
231,0.3061291021379594,0.27791664173791886,0.0061931312084198,0.9999740123748779,0.2108137160539627,67566
38,0.3066408639762067,0.2838283453753754,0.0019882009364664555,0.9999572038650513,0.21294217556715012,61386
475,0.3067283903818495,0.28300419429846896,0.001437296625226736,0.9999915361404419,0.21219278872013092,61437
953,0.30680438408795313,0.21806699336078827,0.02463984116911888,0.9999488592147827,0.2261636033654213,92504
487,0.30732416843386434,0.2778961542781367,4.727827763417736e-05,0.9999522566795349,0.2229917049407959,81475
35,0.3078683915304538,0.250126282098859,0.019335811957716942,0.9999876618385315,0.21588297933340073,83146
227,0.3083971981532289,0.2844996962991956,0.000992982997559011,0.9999509453773499,0.21804256737232208,60063
979,0.30847144239549884,0.2841580816720431,0.001617778791114688,0.9999957084655762,0.21618323028087616,61276
449,0.30875774514883125,0.2850452798402072,0.0009315273491665721,0.9998605251312256,0.21358158439397812,61640
895,0.3089505065601333,0.200989519161998,0.017581626772880554,0.9999574422836304,0.24630655348300934,96956
335,0.3094825136617741,0.2876144832920851,0.0013540933141484857,0.999997615814209,0.21891644597053528,57670
643,0.3095511326692246,0.2884460608739245,1.9042914573219605e-05,0.9999938011169434,0.21834899485111237,63666
123,0.3097597240810175,0.28557268014455356,0.0022322668228298426,0.9998632073402405,0.2183900773525238,62835
83,0.3102535977783679,0.2882499160353254,0.00013643033162225038,0.999966025352478,0.21872347593307495,59337
62,0.3103373582478078,0.28489986749473273,0.00256847171112895,0.9999856948852539,0.21811958402395248,57356
319,0.3104598365682585,0.28648927954959724,6.5614642608125e-08,0.9998810291290283,0.2194378674030304,59824
509,0.31058208660869624,0.28841430010081537,0.00032280839513987303,0.9999327659606934,0.22095029056072235,53983
986,0.31068540942119016,0.2724524702327469,0.005741150118410587,0.9999526143074036,0.219229057431221,69101
467,0.3107918073468056,0.2154656153816389,0.02221573144197464,0.9999750256538391,0.23648738861083984,94089
463,0.31085203362456154,0.2880461861990753,0.00011461440590210259,0.9999975562095642,0.22126155346632004,54260
318,0.31135398666502,0.2889700794050038,1.414524604115286e-06,0.9999650716781616,0.22423575818538666,51995
438,0.3117035000667976,0.24087270593896903,0.010079138912260532,0.9999313354492188,0.22531306743621826,85873
432,0.3119045601749634,0.270430512425754,0.010410900227725506,0.9999740719795227,0.2167309746146202,71584
63,0.31234969635040977,0.28812199761139984,0.0018388781463727355,0.9999465942382812,0.22077541798353195,61578
850,0.31243742040043687,0.13583862528072194,0.034256741404533386,0.9968583583831787,0.288291797041893,99838
767,0.31248532357936326,0.2898245417216785,2.1124946215422824e-05,0.9999836683273315,0.22001540660858154,52267
809,0.31288274474263467,0.26271951696521434,0.006103501655161381,0.9999204277992249,0.2217237651348114,74771
729,0.31384997078395976,0.26357295545383164,0.0041434927843511105,0.9999110698699951,0.22327067703008652,74824
97,0.31425475858000285,0.27090829993212795,0.010477617383003235,0.9999855756759644,0.22561249136924744,77857
632,0.3145640437031879,0.28471177662389935,0.002198103116825223,0.9999963045120239,0.22379562258720398,55785
295,0.31485271452549235,0.26305121162473355,0.011728225275874138,0.9999490976333618,0.22217026352882385,74182
701,0.3152571376219549,0.23929761392803825,0.0038541166577488184,0.9999572038650513,0.23360584676265717,86693
880,0.3153412939996453,0.19132443614165204,0.017212845385074615,0.9997423887252808,0.27670955657958984,98979
777,0.3153549517217789,0.250267892279566,0.0331389382481575,0.9998198747634888,0.22396954894065857,81229
187,0.3156297175483891,0.12176860743252642,0.04684998095035553,0.9937858581542969,0.29768332839012146,99979
512,0.3160539534889373,0.2835201124139404,0.0008696226286701858,0.9999877214431763,0.22670429944992065,56811
209,0.3163689435013742,0.26555162994062137,0.0048953150399029255,0.9998803734779358,0.2243294045329094,72648
151,0.3164213237384445,0.28906315424315154,0.003161730943247676,0.9999964833259583,0.225881427526474,51379
653,0.31652381662619244,0.23448814182090327,0.000987841747701168,0.9998726844787598,0.2557445913553238,94756
71,0.31656714458360385,0.28502592832382323,3.028225910384208e-05,0.999996542930603,0.22809632867574692,56388
75,0.316692248809994,0.28054353235302193,0.000978477532044053,0.9999618530273438,0.2253241240978241,60543
811,0.31669833184673446,0.28889542577477756,1.4950539934943663e-06,0.999979555606842,0.22715695947408676,54440
358,0.31678557239167726,0.2867707843034476,0.0026670016814023256,0.9999914169311523,0.22547410428524017,56779
286,0.3172455875214951,0.2944239896394421,6.349751657808156e-08,0.9999979734420776,0.2254960983991623,46832
342,0.317468668360725,0.22121973402167533,0.03342048078775406,0.9999688863754272,0.23712746053934097,92364
876,0.3177891754101191,0.292287127896678,3.1377935556520242e-06,0.9999841451644897,0.2265509068965912,49531
14,0.3178150958033668,0.2603499308492628,0.00492348987609148,0.9999878406524658,0.22687512636184692,75697
294,0.31788542673487397,0.2815408627233334,0.009382454678416252,0.9999843835830688,0.22721964120864868,57701
707,0.3179475330328202,0.2895304751164297,0.0011839622166007757,0.9999587535858154,0.2268340289592743,45710
472,0.31872894489494574,0.291545468783444,9.45188912737649e-06,0.9999781847000122,0.22997689247131348,46742
564,0.3191608754144172,0.16798013069992526,0.03171766176819801,0.9999316930770874,0.2782351076602936,98415
558,0.3192088228872136,0.26960474432839093,0.004753791261464357,0.99996417760849,0.22813866287469864,70064
755,0.31933559996047306,0.23248255277502874,0.0023854824248701334,0.9999327063560486,0.2451391965150833,88632
727,0.3195431478027353,0.29127300688914953,0.00035566024598665535,0.9999856948852539,0.2309318482875824,47951
28,0.3197170076963645,0.2782968142781693,5.1981924116262235e-06,0.9999722838401794,0.22902657091617584,65160
273,0.31976763739717656,0.20581706553959203,2.178062277380377e-05,0.9999715089797974,0.28164198994636536,98625
461,0.31981738460813236,0.2696716095060012,0.002468777820467949,0.9999922513961792,0.22932498157024384,69985
688,0.3199114307260046,0.2901424353205952,3.733748962986283e-05,0.9999850988388062,0.23238426446914673,51155
34,0.32024089278080026,0.28824627165903666,0.0046348534524440765,0.9999845027923584,0.2301594465970993,51473
223,0.3203392232532268,0.29247214692883544,3.1790170851309085e-07,0.9999948740005493,0.2333056926727295,58989
952,0.3204030199714143,0.27369391962109585,0.0014027432771399617,0.9999216198921204,0.23050875216722488,66610
95,0.3206325803259678,0.28461716518145785,0.0043984344229102135,0.9999909400939941,0.2295091599225998,57152
39,0.32077762994094994,0.28066524497463863,0.0003031195665244013,0.9999940395355225,0.23609672486782074,74690
403,0.32098284893930384,0.2931347286982582,0.0004554764018394053,0.9999104142189026,0.22969478368759155,44855
458,0.3210621289883976,0.2720859148190017,0.014521399512887001,0.9999948143959045,0.22899016737937927,66175
36,0.3211134020144682,0.29206294150042056,4.168841041973792e-05,0.9999968409538269,0.23052599281072617,46260
629,0.321237193648683,0.293211723114975,1.676594365562778e-06,0.9999905824661255,0.23290976881980896,49755
515,0.32132481042734024,0.28269052998636346,3.158041579354176e-07,0.999958872795105,0.2469004988670349,80779
916,0.32158560238046724,0.28966382246933586,1.0923445188382175e-05,0.9999722242355347,0.23270539194345474,49056
599,0.32170256461626867,0.28775042965629455,0.0033296095207333565,0.9999677538871765,0.23276546597480774,50090
823,0.32180541895721626,0.24095788125980572,0.040032271295785904,0.9999723434448242,0.23389622569084167,85125
793,0.32183524822119636,0.2711460828045313,0.007393315434455872,0.9999754428863525,0.23224789649248123,67060
368,0.3219603393052521,0.2201505726594851,0.011218386702239513,0.99992436170578,0.25991931557655334,95995
995,0.3220810364506207,0.2923843665354887,5.881839570065495e-06,0.9999974370002747,0.23482754826545715,41818
616,0.3223756768799029,0.28744616186881405,0.004045137204229832,0.9999980330467224,0.23256108164787292,52527
199,0.32263554178881576,0.2924197587686777,5.8861019169853535e-06,0.9999750852584839,0.23624448478221893,43580
383,0.3226377701603889,0.2946147468808024,5.645514420393738e-07,0.999977171421051,0.23341765999794006,36809
2,0.3230091188249531,0.29123740232566714,9.199054329656065e-05,0.9999823570251465,0.23578345775604248,59138
608,0.3230484402339213,0.27636721089148814,7.932676817290485e-05,0.9999809861183167,0.2331334725022316,63978
478,0.32312293967088523,0.28233694814518484,0.005529000889509916,0.9999925494194031,0.23354783654212952,56961
369,0.32332954692194266,0.26782414965670887,0.013003439642488956,0.9999473094940186,0.23295630514621735,67731
488,0.32335651572262725,0.28577796152643264,0.0004418298485688865,0.9999275803565979,0.234269917011261,57254
87,0.32391146200207266,0.29586557839879285,1.2615411151273292e-06,0.9999541640281677,0.2354377955198288,33813
25,0.3239831825764594,0.2844238275125433,6.847210897831246e-05,0.9999905228614807,0.23660770058631897,53776
951,0.32402310971532233,0.29186668320605863,8.451374355900043e-07,0.9999388456344604,0.23985667526721954,61990
936,0.32403159759092526,0.2912381430906404,0.0024515995755791664,0.9999300241470337,0.2352243810892105,51276
321,0.3241927586169738,0.2941046376258482,4.037923062583104e-08,0.9999933242797852,0.2386995404958725,44724
541,0.32435558841937606,0.2927389432206662,2.4919616407714784e-05,0.9999819397926331,0.23899956792593002,56160
257,0.32473576929089537,0.2893184024826651,0.00010221511911367998,0.9999874830245972,0.23950925469398499,44645
828,0.3250544701013259,0.29462325798290917,9.64357332122745e-06,0.9999683499336243,0.24079617112874985,33878
333,0.3251232148584892,0.28529246006398107,0.0024015898816287518,0.9999986290931702,0.2363652139902115,51017
671,0.3253012940141663,0.2313631712125548,0.015962820500135422,0.9999468326568604,0.2430429384112358,87588
892,0.32560293760725934,0.2546113218735553,0.00811222568154335,0.999849259853363,0.237149678170681,77962
923,0.325659962190882,0.29514400907166377,3.692819518619217e-05,0.9999709725379944,0.236488439142704,39740
72,0.3258384342117999,0.28904652514275997,5.285134648147505e-06,0.9999232292175293,0.23884174227714539,45313
287,0.3258541733763575,0.2848853266468199,0.009662951342761517,0.999971866607666,0.2390052080154419,58348
800,0.3258811325411983,0.2668985838451084,0.013478850945830345,0.9999667406082153,0.23671289533376694,69370
947,0.32615675349753326,0.2890141290162239,0.0032526832073926926,0.999973714351654,0.23575574159622192,55349
769,0.3262642578420226,0.28835118223423306,0.0009986463701352477,0.9999468326568604,0.23917420208454132,42665
197,0.32654314913804766,0.2704457869408012,0.0025171427987515926,0.99991774559021,0.2493947371840477,82902
682,0.32665573442680496,0.2865210926901271,0.002670637099072337,0.999936580657959,0.236782044172287,51127
914,0.3266874400408937,0.2538246428621595,0.016776416450738907,0.9999805092811584,0.2371431589126587,77783
523,0.3269411706939522,0.2916601409491353,5.8801656450668816e-06,0.9999231100082397,0.23940211534500122,46555
934,0.32755860502904394,0.28854286215143954,0.0016484733205288649,0.9999712705612183,0.24168521165847778,51395
766,0.32759228691568876,0.2860323754797195,0.0002921666018664837,0.999968409538269,0.23837637901306152,57711
910,0.32785362350835084,0.2874922272506453,0.00011982873547822237,0.9998884797096252,0.2416464388370514,60111
391,0.32790996615104906,0.2893384615190224,7.338186696870252e-05,0.9999873638153076,0.23847943544387817,48659
996,0.32828024161068586,0.29196414904918305,0.0010466371895745397,0.9999062418937683,0.24062958359718323,40703
452,0.3286904045344708,0.285477149927379,7.212232958409004e-06,0.9999861717224121,0.2522009015083313,76776
519,0.32875726505299424,0.24309001595483534,0.025520090013742447,0.9999638199806213,0.24141228199005127,82346
161,0.3289203333711421,0.2957118210509764,1.850217995524872e-05,0.9999954700469971,0.2433622181415558,32565
4,0.32895024403940926,0.28679966217745356,0.006659120786935091,0.999963641166687,0.24042630195617676,47669
699,0.3292637977470923,0.2829298272602277,0.008938419632613659,0.999993085861206,0.24023345112800598,53552
959,0.32934586324002857,0.20605226559975637,0.035757362842559814,0.99982088804245,0.26225052773952484,93988
485,0.3295636252594678,0.29036675693687464,1.0152224604098592e-05,0.9999552965164185,0.2455938458442688,43866
759,0.3297027130722744,0.29415414081604363,6.938297883607447e-05,0.9999289512634277,0.24462823569774628,48546
553,0.32983054330175954,0.28398613413475815,0.008598153479397297,0.9999106526374817,0.2424076944589615,52173
296,0.32985915260269894,0.2898867558810622,0.003651605686172843,0.9999887347221375,0.24082951247692108,42401
725,0.33003674075419687,0.2860076283250583,0.007468631491065025,0.9999171495437622,0.2426818609237671,54106
308,0.3301739472371314,0.28275492610852077,0.00913131982088089,0.9999909996986389,0.23951654881238937,54106
20,0.33020718884294425,0.28938264684990095,4.252679354976863e-05,0.999985933303833,0.24464383721351624,44503
915,0.33043728498499264,0.28242691534316716,0.00012185257219243795,0.9999985098838806,0.24396996200084686,53138
665,0.3311312902413035,0.2972134574033941,5.012746441934723e-06,0.9999931454658508,0.2475329488515854,26840
328,0.33124375983101,0.28738022269913566,2.531566860852763e-05,0.999947190284729,0.24443046748638153,49869
626,0.33128346066221565,0.28696336780531334,0.0008324442314915359,0.999980628490448,0.2415485829114914,49163
